Komentar,Sentimen
ncis: This was the perfect Christmas present for my nephew.he is thrilled with gift which makes me thrilled to have got it,Positif
Wife loves it!: Made a great Christmas gift for my wife. She loves it almost as much as the matching Charles Dickens book.,Positif
"not your typical hindi movie ...: I'll keep this short.Its good. Not the best movie ever, but definitely worth the rental.",Positif
"Always Sunny: It is one of my favorite shows, so it is always funny and a show I can watch repeatedly and still laugh.....",Positif
A Great short: I bought these and enjoy wearing them. They are very comfortable and easy to wash. I highly recommend them!,Positif
"DVD: this was a gift for our son , and since he gets home from work at 1AM , he really enjoys watching this show .. THANKS",Positif
Outstanding: Barbra Streisand makes anyone she sings with sound like gold. Which is exactly what her voice is liquid gold.,Positif
"Litter Free: Small, inconspicuous. My vehicle stays litter free. I just dump it at a gas station trash bin when I fill up.",Positif
IT'S THE BALLS!!!!: THOUGHT I WAS 12 YEARS OLD AGAIN WATCHING AMERICAN BANDSTAND ON THE TUBE. JUST LOVE THOSE SUMMER DAYS.,Positif
Beautiful Cake Stand: Enjoyed this beautiful cake stand. Added to the cake very nicely. Bride and Groom were very pleased.,Positif
Great Buy: Bought this item for half or what a local computer store wanted. Worked right out of the box. Very good product.,Positif
perfect: fits great looks great had no problems with it at all i would recommend anyone buying this for crossplay its ligit,Positif
red converse: Converse Unisex Chuck Taylor All Star Plaid Hi SneakerGreat shoes at a great price! My daughter loves them :),Positif
Buy this cd!: This is a great cd.I have listened to this cd probably 20 times and it never gets old.All the songs are good.,Positif
"Mini Shuttle Astronaut: I love this item! It occupies the top shelf of my ""sci-fi shrine"" next to my tiny Star Trek models.",Positif
"As expected: I got this for my child and he loves it. Order flowed as expected, easy as pie. Comics are still a great gift.",Positif
"It's Kim Carnes!!: How could you not love it? The double set saves half the storage space. A ""must"" for any Kim Carnes fan.",Positif
"Very awesome<3: its full of action, adventure and some romance and though i dont like spiders, the spider man is kick ass<3",Positif
terrific: The book was great! I have already recommended it to friends of mine. I would definitely read it again and again.,Positif
Razors: Fast and good service. I really appreciate your efforts. Too bad we have to use so many words to put in our review!,Positif
"Good for working out: Good work-out mix but I could have done without two of the songs on this CD. Otherwise, I enjoyed it.",Positif
Tripp Lite TMC: The item is well made. It has an easy to understand hook-up and operation. I would recommend it to friends.,Positif
Great series: These books have well developed characters and plot lines that remind me a bit of the Game of Thrones series.,Positif
bread flour: Excellent quality flour for bread making. This is the 2nd time I have ordered it and will definitely continue!,Positif
happy: The item came in plenty of time for christmas. very happy with the product. looks great works great. Awesome. Thanks,Positif
"I liked it: I've seen it a lot of times. As a filmmaker, it's a little slow but enjoyable. I definitely wanted my own copy.",Positif
Reminds me of trinidad!: I really like this cd!All I need is some rum punch and my caribbean breeze!ALL the songs are nice.,Positif
"My House In Umbria: I love this movie! Saw it with at a friends home, and wanted to own a copy. It is a very special story.",Positif
Wonderful stuff!: This CD is a family favorite we have nearly worn it out! It is a great one to have playing during dinner.,Positif
Huge Rosie Fan!: I Love Rosie and this is the best Christmas CD of 1999! I can't wait until next Christmas for her next CD!,Positif
great: Loved this product for my baby. I have enough diapers for her and they work so well controlling her during the night.,Positif
"TiVo: Got this to have at my son's house when I visit. I love it! They love it too! Easily set up, never miss a show again!!",Positif
"Works.: Easy installation. Tivo has a rating of reception, and I couldn't get it to go more than 50-58%. But it still works.",Positif
Don`t listen to the review...: This album jams! Yes it is old school influenced but it is a lot catchy fresh techno-pop JAM!,Positif
"LOL!: Good stuff - some funny, some serious, but all the little ""stories"" you've never heard from behind the curtain at SNL!",Positif
"True Love: This is a very good CD. There is no song on this CD that I don't like, even though the radio only plays one song.",Positif
A+: item came on time in excellent condition great service hope I can do business with this seller again highly recommended!,Positif
"Better than the first: Remarkably entertaining movie. I still get chills watching the action sequences on my 27"" Television.",Positif
Great Magazine: We love this magazine. My husband and I are planning a move to Maine and this magazine is a fun read for us.,Positif
Skechers Chiefs Sneakers: Nice shoes for a good price. Cant beat that for growing boys! And they love the easy on/off style.,Positif
"Good value: might not stand the test of time, but at this price you cant go wrong. Great for camera equipment, and handguns.",Positif
"Book club: My neighborhood book club read for November. I enjoyed reading it, I saw the movie in the theater many years ago.",Positif
"perfect: Perfect on my Sony blu-ray, 4 year old daughter enjoys it, probably just buy it considering the price to rent it...",Positif
Always works: I am big fan of Irwin Naturals Ginkgo and been using it for years. My wife uses a lot of there brands as well.,Positif
a must read: although this book was in print quite a few years agoi must say its one you can reread and enjoy time and again,Positif
Anne of the Island: This third book of the series (Anne of Green Gables) is as good as the first and better than the second.,Positif
Brothers & Sisters final season: Funny family drama. It was nice season to see. I am so so sorry that this was the last one.,Positif
Touches the heart: This is a feel good movie. It is a regular Christmas movie that you can sit down and watch with children!,Positif
Great: i'm a casual entomology student....this book was absolutely FASCINATING. I want to take some more ent. classes again!,Positif
"choppin': 4th one over the years, good deal great item, let's you chop to the size you want vs. a food processor, great deal",Positif
Great product!: I bought this closet rod and had no trouble installing it. Measuring is not an issue since it is adjustable.,Positif
